Internal ID,NAICS Code ID,Primary Name,NAICS Sector,NAICS Sub Sector,GICS Sector,GICS Industry Group,GICS Sub Industry,Supply Chain Tier,Contagion Score,material_id,material_name,hs_code,market_ticker,origin_country_1,o1_market_share,origin_country_2,o2_market_share,origin_country_3,o3_market_share,refining_country_1,r1_market_share,refining_country_2,r2_market_share,refining_country_3,r3_market_share,primary_transit_vehicle,cost_weight_metric,substitute_material_id,substitutability_index,search_tags
PC_325991,325991,Custom Compounding of Purchased Resins ,Manufacturing,Chemical Manufacturing,Materials,Materials,Commodity Chemicals,2,4.3,MAT_NGS_01,Natural Gas,271121,NYMEX: NG,USA,24%,Russia,17%,Iran,6%,USA,24%,Russia,17%,Qatar,6%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_325992,325992,"Photographic Film, Paper, Plate, Chemical, and Copy Toner Manufacturing ",Manufacturing,Chemical Manufacturing,Materials,Materials,Commodity Chemicals,2,4.3,MAT_CRD_01,Crude Oil,270900,NYMEX: CL,USA,20%,Saudi Arabia,12%,Russia,11%,USA,20%,China,18%,India,7%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_325992,325992,"Photographic Film, Paper, Plate, Chemical, and Copy Toner Manufacturing ",Manufacturing,Chemical Manufacturing,Materials,Materials,Commodity Chemicals,2,4.3,MAT_NGS_01,Natural Gas,271121,NYMEX: NG,USA,24%,Russia,17%,Iran,6%,USA,24%,Russia,17%,Qatar,6%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_325998,325998,All Other Miscellaneous Chemical Product and Preparation Manufacturing ,Manufacturing,Chemical Manufacturing,Materials,Materials,Commodity Chemicals,2,2.3,MAT_CRD_01,Crude Oil,270900,NYMEX: CL,USA,20%,Saudi Arabia,12%,Russia,11%,USA,20%,China,18%,India,7%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_325998,325998,All Other Miscellaneous Chemical Product and Preparation Manufacturing ,Manufacturing,Chemical Manufacturing,Materials,Materials,Commodity Chemicals,2,2.3,MAT_NGS_01,Natural Gas,271121,NYMEX: NG,USA,24%,Russia,17%,Iran,6%,USA,24%,Russia,17%,Qatar,6%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_326111,326111,Plastics Bag and Pouch Manufacturing ,Manufacturing,Chemical Manufacturing,Materials,Materials,Commodity Chemicals,2,2.8,MAT_PLA_01,Polypropylene,390210,LME: PP,China,30%,USA,12%,Saudi Arabia,6%,China,30%,USA,12%,EU,10%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_326111,326111,Plastics Bag and Pouch Manufacturing ,Manufacturing,Chemical Manufacturing,Materials,Materials,Commodity Chemicals,2,2.8,MAT_CRD_01,Crude Oil,270900,NYMEX: CL,USA,20%,Saudi Arabia,12%,Russia,11%,USA,20%,China,18%,India,7%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_326111,326111,Plastics Bag and Pouch Manufacturing ,Manufacturing,Chemical Manufacturing,Materials,Materials,Commodity Chemicals,2,2.8,MAT_NGS_01,Natural Gas,271121,NYMEX: NG,USA,24%,Russia,17%,Iran,6%,USA,24%,Russia,17%,Qatar,6%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_326112,326112,Plastics Packaging Film and Sheet (including Laminated) Manufacturing ,Manufacturing,Chemical Manufacturing,Materials,Materials,Commodity Chemicals,2,2.6,MAT_PLA_01,Polypropylene,390210,LME: PP,China,30%,USA,12%,Saudi Arabia,6%,China,30%,USA,12%,EU,10%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_326112,326112,Plastics Packaging Film and Sheet (including Laminated) Manufacturing ,Manufacturing,Chemical Manufacturing,Materials,Materials,Commodity Chemicals,2,2.6,MAT_CRD_01,Crude Oil,270900,NYMEX: CL,USA,20%,Saudi Arabia,12%,Russia,11%,USA,20%,China,18%,India,7%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_326112,326112,Plastics Packaging Film and Sheet (including Laminated) Manufacturing ,Manufacturing,Chemical Manufacturing,Materials,Materials,Commodity Chemicals,2,2.6,MAT_NGS_01,Natural Gas,271121,NYMEX: NG,USA,24%,Russia,17%,Iran,6%,USA,24%,Russia,17%,Qatar,6%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_326113,326113,Unlaminated Plastics Film and Sheet (except Packaging) Manufacturing ,Manufacturing,Chemical Manufacturing,Materials,Materials,Commodity Chemicals,2,4.5,MAT_PLA_01,Polypropylene,390210,LME: PP,China,30%,USA,12%,Saudi Arabia,6%,China,30%,USA,12%,EU,10%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_326113,326113,Unlaminated Plastics Film and Sheet (except Packaging) Manufacturing ,Manufacturing,Chemical Manufacturing,Materials,Materials,Commodity Chemicals,2,4.5,MAT_CRD_01,Crude Oil,270900,NYMEX: CL,USA,20%,Saudi Arabia,12%,Russia,11%,USA,20%,China,18%,India,7%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_326113,326113,Unlaminated Plastics Film and Sheet (except Packaging) Manufacturing ,Manufacturing,Chemical Manufacturing,Materials,Materials,Commodity Chemicals,2,4.5,MAT_NGS_01,Natural Gas,271121,NYMEX: NG,USA,24%,Russia,17%,Iran,6%,USA,24%,Russia,17%,Qatar,6%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_326121,326121,Unlaminated Plastics Profile Shape Manufacturing ,Manufacturing,Chemical Manufacturing,Materials,Materials,Commodity Chemicals,2,5.0,MAT_PLA_01,Polypropylene,390210,LME: PP,China,30%,USA,12%,Saudi Arabia,6%,China,30%,USA,12%,EU,10%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_326121,326121,Unlaminated Plastics Profile Shape Manufacturing ,Manufacturing,Chemical Manufacturing,Materials,Materials,Commodity Chemicals,2,5.0,MAT_CRD_01,Crude Oil,270900,NYMEX: CL,USA,20%,Saudi Arabia,12%,Russia,11%,USA,20%,China,18%,India,7%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_326121,326121,Unlaminated Plastics Profile Shape Manufacturing ,Manufacturing,Chemical Manufacturing,Materials,Materials,Commodity Chemicals,2,5.0,MAT_NGS_01,Natural Gas,271121,NYMEX: NG,USA,24%,Russia,17%,Iran,6%,USA,24%,Russia,17%,Qatar,6%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_326122,326122,Plastics Pipe and Pipe Fitting Manufacturing ,Manufacturing,Chemical Manufacturing,Materials,Materials,Commodity Chemicals,2,4.0,MAT_PLA_01,Polypropylene,390210,LME: PP,China,30%,USA,12%,Saudi Arabia,6%,China,30%,USA,12%,EU,10%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_326122,326122,Plastics Pipe and Pipe Fitting Manufacturing ,Manufacturing,Chemical Manufacturing,Materials,Materials,Commodity Chemicals,2,4.0,MAT_CRD_01,Crude Oil,270900,NYMEX: CL,USA,20%,Saudi Arabia,12%,Russia,11%,USA,20%,China,18%,India,7%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_326122,326122,Plastics Pipe and Pipe Fitting Manufacturing ,Manufacturing,Chemical Manufacturing,Materials,Materials,Commodity Chemicals,2,4.0,MAT_NGS_01,Natural Gas,271121,NYMEX: NG,USA,24%,Russia,17%,Iran,6%,USA,24%,Russia,17%,Qatar,6%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_32613,32613,"Laminated Plastics Plate, Sheet (except Packaging), and Shape Manufacturing",Manufacturing,Chemical Manufacturing,Materials,Materials,Commodity Chemicals,2,3.0,MAT_PLA_01,Polypropylene,390210,LME: PP,China,30%,USA,12%,Saudi Arabia,6%,China,30%,USA,12%,EU,10%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_32613,32613,"Laminated Plastics Plate, Sheet (except Packaging), and Shape Manufacturing",Manufacturing,Chemical Manufacturing,Materials,Materials,Commodity Chemicals,2,3.0,MAT_CRD_01,Crude Oil,270900,NYMEX: CL,USA,20%,Saudi Arabia,12%,Russia,11%,USA,20%,China,18%,India,7%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_32613,32613,"Laminated Plastics Plate, Sheet (except Packaging), and Shape Manufacturing",Manufacturing,Chemical Manufacturing,Materials,Materials,Commodity Chemicals,2,3.0,MAT_NGS_01,Natural Gas,271121,NYMEX: NG,USA,24%,Russia,17%,Iran,6%,USA,24%,Russia,17%,Qatar,6%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_32614,32614,Polystyrene Foam Product Manufacturing,Manufacturing,Chemical Manufacturing,Materials,Materials,Commodity Chemicals,2,2.9,MAT_CRD_01,Crude Oil,270900,NYMEX: CL,USA,20%,Saudi Arabia,12%,Russia,11%,USA,20%,China,18%,India,7%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_32614,32614,Polystyrene Foam Product Manufacturing,Manufacturing,Chemical Manufacturing,Materials,Materials,Commodity Chemicals,2,2.9,MAT_NGS_01,Natural Gas,271121,NYMEX: NG,USA,24%,Russia,17%,Iran,6%,USA,24%,Russia,17%,Qatar,6%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_32615,32615,Urethane and Other Foam Product (except Polystyrene) Manufacturing,Manufacturing,Chemical Manufacturing,Materials,Materials,Commodity Chemicals,2,4.0,MAT_CRD_01,Crude Oil,270900,NYMEX: CL,USA,20%,Saudi Arabia,12%,Russia,11%,USA,20%,China,18%,India,7%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_32615,32615,Urethane and Other Foam Product (except Polystyrene) Manufacturing,Manufacturing,Chemical Manufacturing,Materials,Materials,Commodity Chemicals,2,4.0,MAT_NGS_01,Natural Gas,271121,NYMEX: NG,USA,24%,Russia,17%,Iran,6%,USA,24%,Russia,17%,Qatar,6%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_32616,32616,Plastics Bottle Manufacturing,Manufacturing,Chemical Manufacturing,Materials,Materials,Commodity Chemicals,2,4.0,MAT_PLA_01,Polypropylene,390210,LME: PP,China,30%,USA,12%,Saudi Arabia,6%,China,30%,USA,12%,EU,10%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_32616,32616,Plastics Bottle Manufacturing,Manufacturing,Chemical Manufacturing,Materials,Materials,Commodity Chemicals,2,4.0,MAT_CRD_01,Crude Oil,270900,NYMEX: CL,USA,20%,Saudi Arabia,12%,Russia,11%,USA,20%,China,18%,India,7%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_32616,32616,Plastics Bottle Manufacturing,Manufacturing,Chemical Manufacturing,Materials,Materials,Commodity Chemicals,2,4.0,MAT_NGS_01,Natural Gas,271121,NYMEX: NG,USA,24%,Russia,17%,Iran,6%,USA,24%,Russia,17%,Qatar,6%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_326191,326191,Plastics Plumbing Fixture Manufacturing ,Manufacturing,Chemical Manufacturing,Materials,Materials,Commodity Chemicals,2,4.4,MAT_PLA_01,Polypropylene,390210,LME: PP,China,30%,USA,12%,Saudi Arabia,6%,China,30%,USA,12%,EU,10%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_326191,326191,Plastics Plumbing Fixture Manufacturing ,Manufacturing,Chemical Manufacturing,Materials,Materials,Commodity Chemicals,2,4.4,MAT_CRD_01,Crude Oil,270900,NYMEX: CL,USA,20%,Saudi Arabia,12%,Russia,11%,USA,20%,China,18%,India,7%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_326191,326191,Plastics Plumbing Fixture Manufacturing ,Manufacturing,Chemical Manufacturing,Materials,Materials,Commodity Chemicals,2,4.4,MAT_NGS_01,Natural Gas,271121,NYMEX: NG,USA,24%,Russia,17%,Iran,6%,USA,24%,Russia,17%,Qatar,6%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_326199,326199,All Other Plastics Product Manufacturing ,Manufacturing,Chemical Manufacturing,Materials,Materials,Commodity Chemicals,2,2.8,MAT_PLA_01,Polypropylene,390210,LME: PP,China,30%,USA,12%,Saudi Arabia,6%,China,30%,USA,12%,EU,10%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_326199,326199,All Other Plastics Product Manufacturing ,Manufacturing,Chemical Manufacturing,Materials,Materials,Commodity Chemicals,2,2.8,MAT_CRD_01,Crude Oil,270900,NYMEX: CL,USA,20%,Saudi Arabia,12%,Russia,11%,USA,20%,China,18%,India,7%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_326199,326199,All Other Plastics Product Manufacturing ,Manufacturing,Chemical Manufacturing,Materials,Materials,Commodity Chemicals,2,2.8,MAT_NGS_01,Natural Gas,271121,NYMEX: NG,USA,24%,Russia,17%,Iran,6%,USA,24%,Russia,17%,Qatar,6%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_326211,326211,Tire Manufacturing (except Retreading) ,Manufacturing,Chemical Manufacturing,Materials,Materials,Commodity Chemicals,2,4.2,MAT_RUB_01,Natural Rubber,400122,SGX: TF,Thailand,35%,Indonesia,25%,Vietnam,8%,Thailand,35%,Indonesia,25%,Malaysia,10%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_326211,326211,Tire Manufacturing (except Retreading) ,Manufacturing,Chemical Manufacturing,Materials,Materials,Commodity Chemicals,2,4.2,MAT_CRD_01,Crude Oil,270900,NYMEX: CL,USA,20%,Saudi Arabia,12%,Russia,11%,USA,20%,China,18%,India,7%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_326211,326211,Tire Manufacturing (except Retreading) ,Manufacturing,Chemical Manufacturing,Materials,Materials,Commodity Chemicals,2,4.2,MAT_NGS_01,Natural Gas,271121,NYMEX: NG,USA,24%,Russia,17%,Iran,6%,USA,24%,Russia,17%,Qatar,6%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_326212,326212,Tire Retreading ,Manufacturing,Chemical Manufacturing,Materials,Materials,Commodity Chemicals,2,4.9,MAT_RUB_01,Natural Rubber,400122,SGX: TF,Thailand,35%,Indonesia,25%,Vietnam,8%,Thailand,35%,Indonesia,25%,Malaysia,10%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_326212,326212,Tire Retreading ,Manufacturing,Chemical Manufacturing,Materials,Materials,Commodity Chemicals,2,4.9,MAT_CRD_01,Crude Oil,270900,NYMEX: CL,USA,20%,Saudi Arabia,12%,Russia,11%,USA,20%,China,18%,India,7%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_326212,326212,Tire Retreading ,Manufacturing,Chemical Manufacturing,Materials,Materials,Commodity Chemicals,2,4.9,MAT_NGS_01,Natural Gas,271121,NYMEX: NG,USA,24%,Russia,17%,Iran,6%,USA,24%,Russia,17%,Qatar,6%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_32622,32622,Rubber and Plastics Hoses and Belting Manufacturing,Manufacturing,Chemical Manufacturing,Materials,Materials,Commodity Chemicals,2,4.5,MAT_PLA_01,Polypropylene,390210,LME: PP,China,30%,USA,12%,Saudi Arabia,6%,China,30%,USA,12%,EU,10%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_32622,32622,Rubber and Plastics Hoses and Belting Manufacturing,Manufacturing,Chemical Manufacturing,Materials,Materials,Commodity Chemicals,2,4.5,MAT_RUB_01,Natural Rubber,400122,SGX: TF,Thailand,35%,Indonesia,25%,Vietnam,8%,Thailand,35%,Indonesia,25%,Malaysia,10%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_32622,32622,Rubber and Plastics Hoses and Belting Manufacturing,Manufacturing,Chemical Manufacturing,Materials,Materials,Commodity Chemicals,2,4.5,MAT_CRD_01,Crude Oil,270900,NYMEX: CL,USA,20%,Saudi Arabia,12%,Russia,11%,USA,20%,China,18%,India,7%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_32622,32622,Rubber and Plastics Hoses and Belting Manufacturing,Manufacturing,Chemical Manufacturing,Materials,Materials,Commodity Chemicals,2,4.5,MAT_NGS_01,Natural Gas,271121,NYMEX: NG,USA,24%,Russia,17%,Iran,6%,USA,24%,Russia,17%,Qatar,6%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_326291,326291,Rubber Product Manufacturing for Mechanical Use ,Manufacturing,Chemical Manufacturing,Materials,Materials,Commodity Chemicals,2,4.9,MAT_RUB_01,Natural Rubber,400122,SGX: TF,Thailand,35%,Indonesia,25%,Vietnam,8%,Thailand,35%,Indonesia,25%,Malaysia,10%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_326291,326291,Rubber Product Manufacturing for Mechanical Use ,Manufacturing,Chemical Manufacturing,Materials,Materials,Commodity Chemicals,2,4.9,MAT_CRD_01,Crude Oil,270900,NYMEX: CL,USA,20%,Saudi Arabia,12%,Russia,11%,USA,20%,China,18%,India,7%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_326291,326291,Rubber Product Manufacturing for Mechanical Use ,Manufacturing,Chemical Manufacturing,Materials,Materials,Commodity Chemicals,2,4.9,MAT_NGS_01,Natural Gas,271121,NYMEX: NG,USA,24%,Russia,17%,Iran,6%,USA,24%,Russia,17%,Qatar,6%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_326299,326299,All Other Rubber Product Manufacturing ,Manufacturing,Chemical Manufacturing,Materials,Materials,Commodity Chemicals,2,3.6,MAT_RUB_01,Natural Rubber,400122,SGX: TF,Thailand,35%,Indonesia,25%,Vietnam,8%,Thailand,35%,Indonesia,25%,Malaysia,10%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_326299,326299,All Other Rubber Product Manufacturing ,Manufacturing,Chemical Manufacturing,Materials,Materials,Commodity Chemicals,2,3.6,MAT_CRD_01,Crude Oil,270900,NYMEX: CL,USA,20%,Saudi Arabia,12%,Russia,11%,USA,20%,China,18%,India,7%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_326299,326299,All Other Rubber Product Manufacturing ,Manufacturing,Chemical Manufacturing,Materials,Materials,Commodity Chemicals,2,3.6,MAT_NGS_01,Natural Gas,271121,NYMEX: NG,USA,24%,Russia,17%,Iran,6%,USA,24%,Russia,17%,Qatar,6%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_32711,32711,"Pottery, Ceramics, and Plumbing Fixture Manufacturing ",Manufacturing,Nonmetallic Mineral Product Manufacturing,Materials,Materials,Steel,2,2.3,,,,,,,,,,,,,,,,,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_32712,32712,Clay Building Material and Refractories Manufacturing ,Manufacturing,Nonmetallic Mineral Product Manufacturing,Materials,Materials,Steel,2,3.4,,,,,,,,,,,,,,,,,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_327211,327211,Flat Glass Manufacturing ,Manufacturing,Nonmetallic Mineral Product Manufacturing,Materials,Materials,Steel,2,2.8,,,,,,,,,,,,,,,,,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_327212,327212,Other Pressed and Blown Glass and Glassware Manufacturing ,Manufacturing,Nonmetallic Mineral Product Manufacturing,Materials,Materials,Steel,2,4.6,,,,,,,,,,,,,,,,,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_327213,327213,Glass Container Manufacturing ,Manufacturing,Nonmetallic Mineral Product Manufacturing,Materials,Materials,Steel,2,3.6,,,,,,,,,,,,,,,,,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_327215,327215,Glass Product Manufacturing Made of Purchased Glass ,Manufacturing,Nonmetallic Mineral Product Manufacturing,Materials,Materials,Steel,2,4.3,,,,,,,,,,,,,,,,,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_32731,32731,Cement Manufacturing,Manufacturing,Nonmetallic Mineral Product Manufacturing,Materials,Materials,Steel,2,2.3,,,,,,,,,,,,,,,,,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_32732,32732,Ready-Mix Concrete Manufacturing,Manufacturing,Nonmetallic Mineral Product Manufacturing,Materials,Materials,Steel,2,2.0,,,,,,,,,,,,,,,,,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_327331,327331,Concrete Block and Brick Manufacturing ,Manufacturing,Nonmetallic Mineral Product Manufacturing,Materials,Materials,Steel,2,3.5,,,,,,,,,,,,,,,,,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_327332,327332,Concrete Pipe Manufacturing ,Manufacturing,Nonmetallic Mineral Product Manufacturing,Materials,Materials,Steel,2,4.6,,,,,,,,,,,,,,,,,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_32739,32739,Other Concrete Product Manufacturing ,Manufacturing,Nonmetallic Mineral Product Manufacturing,Materials,Materials,Steel,2,3.0,,,,,,,,,,,,,,,,,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_32741,32741,Lime Manufacturing,Manufacturing,Nonmetallic Mineral Product Manufacturing,Materials,Materials,Steel,2,3.9,,,,,,,,,,,,,,,,,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_32742,32742,Gypsum Product Manufacturing,Manufacturing,Nonmetallic Mineral Product Manufacturing,Materials,Materials,Steel,2,3.9,,,,,,,,,,,,,,,,,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_32791,32791,Abrasive Product Manufacturing,Manufacturing,Nonmetallic Mineral Product Manufacturing,Materials,Materials,Steel,2,4.0,,,,,,,,,,,,,,,,,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_327991,327991,Cut Stone and Stone Product Manufacturing ,Manufacturing,Nonmetallic Mineral Product Manufacturing,Materials,Materials,Steel,2,4.5,,,,,,,,,,,,,,,,,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_327992,327992,Ground or Treated Mineral and Earth Manufacturing ,Manufacturing,Nonmetallic Mineral Product Manufacturing,Materials,Materials,Steel,2,2.7,,,,,,,,,,,,,,,,,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_327993,327993,Mineral Wool Manufacturing ,Manufacturing,Nonmetallic Mineral Product Manufacturing,Materials,Materials,Steel,2,3.5,,,,,,,,,,,,,,,,,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_327999,327999,All Other Miscellaneous Nonmetallic Mineral Product Manufacturing ,Manufacturing,Nonmetallic Mineral Product Manufacturing,Materials,Materials,Steel,2,4.0,,,,,,,,,,,,,,,,,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_33111,33111,Iron and Steel Mills and Ferroalloy Manufacturing ,Manufacturing,Primary Metal Manufacturing,Materials,Materials,Steel,3,2.6,MAT_STL_01,Steel,720839,CME: HRC,China,54%,India,6%,Japan,5%,China,54%,India,6%,Japan,5%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_33121,33121,Iron and Steel Pipe and Tube Manufacturing from Purchased Steel,Manufacturing,Primary Metal Manufacturing,Materials,Materials,Steel,3,3.2,MAT_STL_01,Steel,720839,CME: HRC,China,54%,India,6%,Japan,5%,China,54%,India,6%,Japan,5%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_331221,331221,Rolled Steel Shape Manufacturing ,Manufacturing,Primary Metal Manufacturing,Materials,Materials,Steel,3,4.9,MAT_STL_01,Steel,720839,CME: HRC,China,54%,India,6%,Japan,5%,China,54%,India,6%,Japan,5%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_331222,331222,Steel Wire Drawing ,Manufacturing,Primary Metal Manufacturing,Materials,Materials,Steel,3,2.7,MAT_STL_01,Steel,720839,CME: HRC,China,54%,India,6%,Japan,5%,China,54%,India,6%,Japan,5%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_331222,331222,Steel Wire Drawing ,Manufacturing,Primary Metal Manufacturing,Materials,Materials,Steel,3,2.7,MAT_COP_01,Copper,740311,COMEX: HG,Chile,24%,Peru,10%,China,9%,China,42%,Chile,10%,Japan,6%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_331313,331313,Alumina Refining and Primary Aluminum Production ,Manufacturing,Primary Metal Manufacturing,Materials,Materials,Steel,3,3.5,MAT_ALU_01,Aluminum,760120,LME: ALI,China,59%,India,6%,Russia,5%,China,59%,India,6%,Russia,5%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
