Internal ID,NAICS Code ID,Primary Name,NAICS Sector,NAICS Sub Sector,GICS Sector,GICS Industry Group,GICS Sub Industry,Supply Chain Tier,Contagion Score,material_id,material_name,hs_code,market_ticker,origin_country_1,o1_market_share,origin_country_2,o2_market_share,origin_country_3,o3_market_share,refining_country_1,r1_market_share,refining_country_2,r2_market_share,refining_country_3,r3_market_share,primary_transit_vehicle,cost_weight_metric,substitute_material_id,substitutability_index,search_tags
PC_311111,311111,Dog and Cat Food Manufacturing ,Manufacturing,Food Manufacturing,Consumer Staples,"Food, Beverage & Tobacco",Packaged Foods & Meats,1,4.4,,,,,,,,,,,,,,,,,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_311119,311119,Other Animal Food Manufacturing ,Manufacturing,Food Manufacturing,Consumer Staples,"Food, Beverage & Tobacco",Packaged Foods & Meats,1,4.2,,,,,,,,,,,,,,,,,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_311211,311211,Flour Milling ,Manufacturing,Food Manufacturing,Consumer Staples,"Food, Beverage & Tobacco",Packaged Foods & Meats,1,2.3,,,,,,,,,,,,,,,,,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_311212,311212,Rice Milling ,Manufacturing,Food Manufacturing,Consumer Staples,"Food, Beverage & Tobacco",Packaged Foods & Meats,1,2.5,,,,,,,,,,,,,,,,,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_311213,311213,Malt Manufacturing ,Manufacturing,Food Manufacturing,Consumer Staples,"Food, Beverage & Tobacco",Packaged Foods & Meats,1,2.6,,,,,,,,,,,,,,,,,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_311221,311221,Wet Corn Milling and Starch Manufacturing ,Manufacturing,Food Manufacturing,Consumer Staples,"Food, Beverage & Tobacco",Packaged Foods & Meats,1,3.1,,,,,,,,,,,,,,,,,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_311224,311224,Soybean and Other Oilseed Processing ,Manufacturing,Food Manufacturing,Consumer Staples,"Food, Beverage & Tobacco",Packaged Foods & Meats,1,2.1,,,,,,,,,,,,,,,,,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_311225,311225,Fats and Oils Refining and Blending ,Manufacturing,Food Manufacturing,Consumer Staples,"Food, Beverage & Tobacco",Packaged Foods & Meats,2,2.8,MAT_CRD_01,Crude Oil,270900,NYMEX: CL,USA,20%,Saudi Arabia,12%,Russia,11%,USA,20%,China,18%,India,7%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_311225,311225,Fats and Oils Refining and Blending ,Manufacturing,Food Manufacturing,Consumer Staples,"Food, Beverage & Tobacco",Packaged Foods & Meats,2,2.8,MAT_NGS_01,Natural Gas,271121,NYMEX: NG,USA,24%,Russia,17%,Iran,6%,USA,24%,Russia,17%,Qatar,6%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_311225,311225,Fats and Oils Refining and Blending ,Manufacturing,Food Manufacturing,Consumer Staples,"Food, Beverage & Tobacco",Packaged Foods & Meats,2,2.8,MAT_PLT_01,Platinum,711011,NYMEX: PL,South Africa,70%,Russia,10%,Zimbabwe,8%,South Africa,70%,UK,10%,Russia,10%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_31123,31123,Breakfast Cereal Manufacturing,Manufacturing,Food Manufacturing,Consumer Staples,"Food, Beverage & Tobacco",Packaged Foods & Meats,1,2.3,,,,,,,,,,,,,,,,,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_311313,311313,Beet Sugar Manufacturing ,Manufacturing,Food Manufacturing,Consumer Staples,"Food, Beverage & Tobacco",Packaged Foods & Meats,1,3.9,,,,,,,,,,,,,,,,,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_311314,311314,Cane Sugar Manufacturing ,Manufacturing,Food Manufacturing,Consumer Staples,"Food, Beverage & Tobacco",Packaged Foods & Meats,1,3.2,,,,,,,,,,,,,,,,,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_31134,31134,Nonchocolate Confectionery Manufacturing,Manufacturing,Food Manufacturing,Consumer Staples,"Food, Beverage & Tobacco",Packaged Foods & Meats,1,4.9,,,,,,,,,,,,,,,,,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_311351,311351,Chocolate and Confectionery Manufacturing from Cacao Beans ,Manufacturing,Food Manufacturing,Consumer Staples,"Food, Beverage & Tobacco",Packaged Foods & Meats,1,3.6,,,,,,,,,,,,,,,,,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_311352,311352,Confectionery Manufacturing from Purchased Chocolate ,Manufacturing,Food Manufacturing,Consumer Staples,"Food, Beverage & Tobacco",Packaged Foods & Meats,1,4.5,,,,,,,,,,,,,,,,,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_311411,311411,"Frozen Fruit, Juice, and Vegetable Manufacturing ",Manufacturing,Food Manufacturing,Consumer Staples,"Food, Beverage & Tobacco",Packaged Foods & Meats,1,3.6,,,,,,,,,,,,,,,,,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_311412,311412,Frozen Specialty Food Manufacturing ,Manufacturing,Food Manufacturing,Consumer Staples,"Food, Beverage & Tobacco",Packaged Foods & Meats,1,4.3,,,,,,,,,,,,,,,,,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_311421,311421,Fruit and Vegetable Canning ,Manufacturing,Food Manufacturing,Consumer Staples,"Food, Beverage & Tobacco",Packaged Foods & Meats,1,2.4,,,,,,,,,,,,,,,,,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_311422,311422,Specialty Canning ,Manufacturing,Food Manufacturing,Consumer Staples,"Food, Beverage & Tobacco",Packaged Foods & Meats,1,4.9,,,,,,,,,,,,,,,,,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_311423,311423,Dried and Dehydrated Food Manufacturing ,Manufacturing,Food Manufacturing,Consumer Staples,"Food, Beverage & Tobacco",Packaged Foods & Meats,1,4.3,,,,,,,,,,,,,,,,,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_311511,311511,Fluid Milk Manufacturing ,Manufacturing,Food Manufacturing,Consumer Staples,"Food, Beverage & Tobacco",Packaged Foods & Meats,1,3.3,,,,,,,,,,,,,,,,,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_311512,311512,Creamery Butter Manufacturing ,Manufacturing,Food Manufacturing,Consumer Staples,"Food, Beverage & Tobacco",Packaged Foods & Meats,1,3.1,,,,,,,,,,,,,,,,,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_311513,311513,Cheese Manufacturing ,Manufacturing,Food Manufacturing,Consumer Staples,"Food, Beverage & Tobacco",Packaged Foods & Meats,1,3.9,,,,,,,,,,,,,,,,,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_311514,311514,"Dry, Condensed, and Evaporated Dairy Product Manufacturing ",Manufacturing,Food Manufacturing,Consumer Staples,"Food, Beverage & Tobacco",Packaged Foods & Meats,1,2.1,,,,,,,,,,,,,,,,,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_31152,31152,Ice Cream and Frozen Dessert Manufacturing,Manufacturing,Food Manufacturing,Consumer Staples,"Food, Beverage & Tobacco",Packaged Foods & Meats,1,4.1,,,,,,,,,,,,,,,,,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_311611,311611,Animal (except Poultry) Slaughtering ,Manufacturing,Food Manufacturing,Consumer Staples,"Food, Beverage & Tobacco",Packaged Foods & Meats,1,2.8,,,,,,,,,,,,,,,,,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_311612,311612,Meat Processed from Carcasses ,Manufacturing,Food Manufacturing,Consumer Staples,"Food, Beverage & Tobacco",Packaged Foods & Meats,1,2.5,,,,,,,,,,,,,,,,,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_311613,311613,Rendering and Meat Byproduct Processing ,Manufacturing,Food Manufacturing,Consumer Staples,"Food, Beverage & Tobacco",Packaged Foods & Meats,1,4.7,,,,,,,,,,,,,,,,,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_311615,311615,Poultry Processing ,Manufacturing,Food Manufacturing,Consumer Staples,"Food, Beverage & Tobacco",Packaged Foods & Meats,1,4.0,,,,,,,,,,,,,,,,,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_31171,31171,Seafood Product Preparation and Packaging,Manufacturing,Food Manufacturing,Consumer Staples,"Food, Beverage & Tobacco",Packaged Foods & Meats,1,2.7,,,,,,,,,,,,,,,,,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_311811,311811,Retail Bakeries ,Manufacturing,Food Manufacturing,Consumer Staples,"Food, Beverage & Tobacco",Packaged Foods & Meats,1,3.2,,,,,,,,,,,,,,,,,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_311812,311812,Commercial Bakeries ,Manufacturing,Food Manufacturing,Consumer Staples,"Food, Beverage & Tobacco",Packaged Foods & Meats,1,3.4,,,,,,,,,,,,,,,,,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_311813,311813,"Frozen Cakes, Pies, and Other Pastries Manufacturing ",Manufacturing,Food Manufacturing,Consumer Staples,"Food, Beverage & Tobacco",Packaged Foods & Meats,1,3.5,,,,,,,,,,,,,,,,,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_311821,311821,Cookie and Cracker Manufacturing ,Manufacturing,Food Manufacturing,Consumer Staples,"Food, Beverage & Tobacco",Packaged Foods & Meats,1,2.8,,,,,,,,,,,,,,,,,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_311824,311824,"Dry Pasta, Dough, and Flour Mixes Manufacturing from Purchased Flour ",Manufacturing,Food Manufacturing,Consumer Staples,"Food, Beverage & Tobacco",Packaged Foods & Meats,1,2.6,,,,,,,,,,,,,,,,,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_31183,31183,Tortilla Manufacturing,Manufacturing,Food Manufacturing,Consumer Staples,"Food, Beverage & Tobacco",Packaged Foods & Meats,1,3.3,,,,,,,,,,,,,,,,,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_311911,311911,Roasted Nuts and Peanut Butter Manufacturing ,Manufacturing,Food Manufacturing,Consumer Staples,"Food, Beverage & Tobacco",Packaged Foods & Meats,1,3.5,,,,,,,,,,,,,,,,,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_311919,311919,Other Snack Food Manufacturing ,Manufacturing,Food Manufacturing,Consumer Staples,"Food, Beverage & Tobacco",Packaged Foods & Meats,1,2.7,,,,,,,,,,,,,,,,,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_31192,31192,Coffee and Tea Manufacturing ,Manufacturing,Food Manufacturing,Consumer Staples,"Food, Beverage & Tobacco",Packaged Foods & Meats,1,4.9,,,,,,,,,,,,,,,,,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_31193,31193,Flavoring Syrup and Concentrate Manufacturing,Manufacturing,Food Manufacturing,Consumer Staples,"Food, Beverage & Tobacco",Packaged Foods & Meats,1,3.6,,,,,,,,,,,,,,,,,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_311941,311941,"Mayonnaise, Dressing, and Other Prepared Sauce Manufacturing ",Manufacturing,Food Manufacturing,Consumer Staples,"Food, Beverage & Tobacco",Packaged Foods & Meats,1,3.5,,,,,,,,,,,,,,,,,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_311942,311942,Spice and Extract Manufacturing ,Manufacturing,Food Manufacturing,Consumer Staples,"Food, Beverage & Tobacco",Packaged Foods & Meats,1,2.2,,,,,,,,,,,,,,,,,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_311991,311991,Perishable Prepared Food Manufacturing ,Manufacturing,Food Manufacturing,Consumer Staples,"Food, Beverage & Tobacco",Packaged Foods & Meats,1,2.8,,,,,,,,,,,,,,,,,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_311999,311999,All Other Miscellaneous Food Manufacturing ,Manufacturing,Food Manufacturing,Consumer Staples,"Food, Beverage & Tobacco",Packaged Foods & Meats,1,4.5,,,,,,,,,,,,,,,,,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_312111,312111,Soft Drink Manufacturing ,Manufacturing,Beverage and Tobacco Product Manufacturing,Consumer Staples,"Food, Beverage & Tobacco",Packaged Foods & Meats,2,3.9,,,,,,,,,,,,,,,,,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_312112,312112,Bottled Water Manufacturing ,Manufacturing,Beverage and Tobacco Product Manufacturing,Consumer Staples,"Food, Beverage & Tobacco",Packaged Foods & Meats,2,4.4,,,,,,,,,,,,,,,,,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_312113,312113,Ice Manufacturing ,Manufacturing,Beverage and Tobacco Product Manufacturing,Consumer Staples,"Food, Beverage & Tobacco",Packaged Foods & Meats,2,4.4,,,,,,,,,,,,,,,,,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_31212,31212,Breweries,Manufacturing,Beverage and Tobacco Product Manufacturing,Consumer Staples,"Food, Beverage & Tobacco",Packaged Foods & Meats,2,4.6,,,,,,,,,,,,,,,,,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_31213,31213,Wineries ,Manufacturing,Beverage and Tobacco Product Manufacturing,Consumer Staples,"Food, Beverage & Tobacco",Packaged Foods & Meats,2,4.6,,,,,,,,,,,,,,,,,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_31214,31214,Distilleries ,Manufacturing,Beverage and Tobacco Product Manufacturing,Consumer Staples,"Food, Beverage & Tobacco",Packaged Foods & Meats,2,4.1,,,,,,,,,,,,,,,,,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_31223,31223,Tobacco Manufacturing ,Manufacturing,Beverage and Tobacco Product Manufacturing,Consumer Staples,"Food, Beverage & Tobacco",Packaged Foods & Meats,2,2.4,,,,,,,,,,,,,,,,,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_31311,31311,"Fiber, Yarn, and Thread Mills ",Manufacturing,Textile Mills,Consumer Discretionary,Consumer Durables & Apparel,"Apparel, Accessories & Luxury Goods",2,4.9,,,,,,,,,,,,,,,,,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_31321,31321,Broadwoven Fabric Mills,Manufacturing,Textile Mills,Consumer Discretionary,Consumer Durables & Apparel,"Apparel, Accessories & Luxury Goods",2,4.2,,,,,,,,,,,,,,,,,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_31322,31322,Narrow Fabric Mills and Schiffli Machine Embroidery,Manufacturing,Textile Mills,Consumer Discretionary,Consumer Durables & Apparel,"Apparel, Accessories & Luxury Goods",2,4.7,,,,,,,,,,,,,,,,,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_31323,31323,Nonwoven Fabric Mills,Manufacturing,Textile Mills,Consumer Discretionary,Consumer Durables & Apparel,"Apparel, Accessories & Luxury Goods",2,2.6,,,,,,,,,,,,,,,,,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_31324,31324,Knit Fabric Mills,Manufacturing,Textile Mills,Consumer Discretionary,Consumer Durables & Apparel,"Apparel, Accessories & Luxury Goods",2,3.5,,,,,,,,,,,,,,,,,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_31331,31331,Textile and Fabric Finishing Mills ,Manufacturing,Textile Mills,Consumer Discretionary,Consumer Durables & Apparel,"Apparel, Accessories & Luxury Goods",2,2.1,,,,,,,,,,,,,,,,,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_31332,31332,Fabric Coating Mills,Manufacturing,Textile Mills,Consumer Discretionary,Consumer Durables & Apparel,"Apparel, Accessories & Luxury Goods",2,4.4,,,,,,,,,,,,,,,,,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_31411,31411,Carpet and Rug Mills,Manufacturing,Textile Product Mills,Consumer Discretionary,Consumer Durables & Apparel,"Apparel, Accessories & Luxury Goods",2,3.3,,,,,,,,,,,,,,,,,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_31412,31412,Curtain and Linen Mills,Manufacturing,Textile Product Mills,Consumer Discretionary,Consumer Durables & Apparel,"Apparel, Accessories & Luxury Goods",2,4.8,,,,,,,,,,,,,,,,,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_31491,31491,Textile Bag and Canvas Mills ,Manufacturing,Textile Product Mills,Consumer Discretionary,Consumer Durables & Apparel,"Apparel, Accessories & Luxury Goods",2,4.2,,,,,,,,,,,,,,,,,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_314994,314994,"Rope, Cordage, Twine, Tire Cord, and Tire Fabric Mills ",Manufacturing,Textile Product Mills,Consumer Discretionary,Consumer Durables & Apparel,"Apparel, Accessories & Luxury Goods",2,4.4,MAT_RUB_01,Natural Rubber,400122,SGX: TF,Thailand,35%,Indonesia,25%,Vietnam,8%,Thailand,35%,Indonesia,25%,Malaysia,10%,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_314999,314999,All Other Miscellaneous Textile Product Mills ,Manufacturing,Textile Product Mills,Consumer Discretionary,Consumer Durables & Apparel,"Apparel, Accessories & Luxury Goods",2,3.0,,,,,,,,,,,,,,,,,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_31512,31512,Apparel Knitting Mills,Manufacturing,Apparel Manufacturing,Consumer Discretionary,Consumer Durables & Apparel,"Apparel, Accessories & Luxury Goods",1,3.1,,,,,,,,,,,,,,,,,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_31521,31521,Cut and Sew Apparel Contractors ,Manufacturing,Apparel Manufacturing,Consumer Discretionary,Consumer Durables & Apparel,"Apparel, Accessories & Luxury Goods",1,2.5,,,,,,,,,,,,,,,,,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_31525,31525,Cut and Sew Apparel Manufacturing (except Contractors) ,Manufacturing,Apparel Manufacturing,Consumer Discretionary,Consumer Durables & Apparel,"Apparel, Accessories & Luxury Goods",1,4.1,,,,,,,,,,,,,,,,,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_31599,31599,Apparel Accessories and Other Apparel Manufacturing ,Manufacturing,Apparel Manufacturing,Consumer Discretionary,Consumer Durables & Apparel,"Apparel, Accessories & Luxury Goods",1,2.4,,,,,,,,,,,,,,,,,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_31611,31611,Leather and Hide Tanning and Finishing,Manufacturing,Leather and Allied Product Manufacturing,Consumer Discretionary,Consumer Durables & Apparel,"Apparel, Accessories & Luxury Goods",2,3.1,,,,,,,,,,,,,,,,,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_31621,31621,Footwear Manufacturing ,Manufacturing,Leather and Allied Product Manufacturing,Consumer Discretionary,Consumer Durables & Apparel,"Apparel, Accessories & Luxury Goods",2,4.7,,,,,,,,,,,,,,,,,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_31699,31699,Other Leather and Allied Product Manufacturing ,Manufacturing,Leather and Allied Product Manufacturing,Consumer Discretionary,Consumer Durables & Apparel,"Apparel, Accessories & Luxury Goods",2,3.2,,,,,,,,,,,,,,,,,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_321113,321113,Sawmills ,Manufacturing,Wood Product Manufacturing,Materials,Materials,Paper & Forest Products,2,3.2,,,,,,,,,,,,,,,,,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_321114,321114,Wood Preservation ,Manufacturing,Wood Product Manufacturing,Materials,Materials,Paper & Forest Products,2,3.6,,,,,,,,,,,,,,,,,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_321211,321211,Hardwood Veneer and Plywood Manufacturing ,Manufacturing,Wood Product Manufacturing,Materials,Materials,Paper & Forest Products,2,2.5,,,,,,,,,,,,,,,,,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_321212,321212,Softwood Veneer and Plywood Manufacturing ,Manufacturing,Wood Product Manufacturing,Materials,Materials,Paper & Forest Products,2,4.7,,,,,,,,,,,,,,,,,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_321215,321215,Engineered Wood Member Manufacturing ,Manufacturing,Wood Product Manufacturing,Materials,Materials,Paper & Forest Products,2,4.0,,,,,,,,,,,,,,,,,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_321219,321219,Reconstituted Wood Product Manufacturing ,Manufacturing,Wood Product Manufacturing,Materials,Materials,Paper & Forest Products,2,4.6,,,,,,,,,,,,,,,,,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_321911,321911,Wood Window and Door Manufacturing ,Manufacturing,Wood Product Manufacturing,Materials,Materials,Paper & Forest Products,2,2.9,,,,,,,,,,,,,,,,,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_321912,321912,"Cut Stock, Resawing Lumber, and Planing ",Manufacturing,Wood Product Manufacturing,Materials,Materials,Paper & Forest Products,2,3.4,,,,,,,,,,,,,,,,,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_321918,321918,Other Millwork (including Flooring) ,Manufacturing,Wood Product Manufacturing,Materials,Materials,Paper & Forest Products,2,2.5,,,,,,,,,,,,,,,,,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_321991,321991,Manufactured Home (Mobile Home) Manufacturing ,Manufacturing,Wood Product Manufacturing,Materials,Materials,Paper & Forest Products,2,2.6,,,,,,,,,,,,,,,,,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_321992,321992,Prefabricated Wood Building Manufacturing ,Manufacturing,Wood Product Manufacturing,Materials,Materials,Paper & Forest Products,2,4.8,,,,,,,,,,,,,,,,,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_321999,321999,All Other Miscellaneous Wood Product Manufacturing ,Manufacturing,Wood Product Manufacturing,Materials,Materials,Paper & Forest Products,2,3.2,,,,,,,,,,,,,,,,,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_32211,32211,Pulp Mills ,Manufacturing,Paper Manufacturing,Materials,Materials,Paper & Forest Products,2,3.5,,,,,,,,,,,,,,,,,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_32212,32212,Paper Mills ,Manufacturing,Paper Manufacturing,Materials,Materials,Paper & Forest Products,2,2.4,,,,,,,,,,,,,,,,,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_32213,32213,Paperboard Mills ,Manufacturing,Paper Manufacturing,Materials,Materials,Paper & Forest Products,2,3.2,,,,,,,,,,,,,,,,,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_322211,322211,Corrugated and Solid Fiber Box Manufacturing ,Manufacturing,Paper Manufacturing,Materials,Materials,Paper & Forest Products,2,4.6,,,,,,,,,,,,,,,,,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_322212,322212,Folding Paperboard Box Manufacturing ,Manufacturing,Paper Manufacturing,Materials,Materials,Paper & Forest Products,2,4.8,,,,,,,,,,,,,,,,,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_322219,322219,Other Paperboard Container Manufacturing ,Manufacturing,Paper Manufacturing,Materials,Materials,Paper & Forest Products,2,4.9,,,,,,,,,,,,,,,,,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
PC_32222,32222,Paper Bag and Coated and Treated Paper Manufacturing,Manufacturing,Paper Manufacturing,Materials,Materials,Paper & Forest Products,2,4.1,,,,,,,,,,,,,,,,,[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta],[Unlock in Beta]
